object_id,product_id,sku,brand,model,gender,frame_shape,frame_material,lens_color,front_color,product_type,price,list_price,currency,discount_percentage,discount_amount,on_sale,inventory,is_best_seller,is_polarized,is_customizable,image_url,url
889652494661,3074457345618753917,04Y000160 52 1100L1,Alaia,AA0080S,FEMALE,Round,Acetate,Grey,Black,SUN,270.0,270.0,GBP,0.0,0.0,False,14,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/40d9a2dc-6507-4067-9852-b3cb00ae38d3/04Y000160__1100L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000160-889652494661
889652618487,3074457345618753845,04Y000144 44 2300D1,Alaia,AA0094S,FEMALE,Irregular,Metal,Brown,Gold,SUN,425.0,425.0,GBP,0.0,0.0,False,16,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/8888a586-d5dd-493b-9824-b3a201268b07/04Y000144__2300D1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000144-889652618487
889652537801,3074457345618722200,04Y000143 53 1100L1,Alaia,AA0088S,FEMALE,Round,Acetate,Grey,Black,SUN,290.0,290.0,GBP,0.0,0.0,False,11,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/29fb2238-c3d1-4638-9d9f-b39e0088706e/04Y000143__1100L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000143-889652537801
889652537757,3074457345618722676,04Y000142 37 1100L1,Alaia,AA0087S,FEMALE,Irregular,Acetate,Grey,Black,SUN,365.0,365.0,GBP,0.0,0.0,False,10,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/e87e7168-648f-45c9-a0ae-b39e0088205b/04Y000142__1100L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000142-889652537757
889652444192,3074457345618722203,04Y000146 52 4800L1,Alaia,AA0075S,FEMALE,Cat Eye,Acetate,Grey,White,SUN,270.0,270.0,GBP,0.0,0.0,False,8,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/5c84335c-9a76-4a73-b02c-b39e00a9260e/04Y000146__4800L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000146-889652444192
889652541358,3074457345618753847,04Y000148 57 4402D1,Alaia,AA0092S,FEMALE,Irregular,Acetate,Brown,Tortoise,SUN,330.0,330.0,GBP,0.0,0.0,False,19,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/92652b72-3d07-4d6e-afb6-b3f500526a66/04Y000148__4402D1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000148-889652541358
889652538594,3074457345618722197,04Y000141 53 1100L1,Alaia,AA0086S,FEMALE,Rectangle,Acetate,Grey,Black,SUN,270.0,270.0,GBP,0.0,0.0,False,11,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/8020fe8a-7d8f-426c-abbf-b39e00884c16/04Y000141__1100L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000141-889652538594
889652541419,3074457345618753848,04Y000149 55 2100L3,Alaia,AA0093S,FEMALE,Cat Eye,Acetate,Grey,Clear,SUN,405.0,405.0,GBP,0.0,0.0,False,15,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/4fe21472-836e-4ea0-9dbf-b3cb00ae39d0/04Y000149__2100L3__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000149-889652541419
889652494715,3074457345618722194,04Y000138 58 4800L1,Alaia,AA0081S,FEMALE,Rectangle,Acetate,Grey,White,SUN,330.0,330.0,GBP,0.0,0.0,False,9,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/61ab67ea-f86a-4ae6-9150-b39e00887972/04Y000138__4800L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000138-889652494715
889652481364,3074457345618722190,04Y000136 54 3900L1,Alaia,AA0076S,FEMALE,Cat Eye,Acetate,Grey,Red,SUN,330.0,330.0,GBP,0.0,0.0,False,15,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/5ab37f5e-a07f-4fab-a6c0-b39e008877ea/04Y000136__3900L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000136-889652481364
889652481487,3074457345618722192,04Y000137 52 3500L1,Alaia,AA0079S,FEMALE,Irregular,Acetate,Grey,Pink,SUN,270.0,270.0,GBP,0.0,0.0,False,16,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/b77c2dd2-e99d-4f60-8111-b3a0013bff40/04Y000137__3500L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000137-889652481487
889652522203,3074457345618722195,04Y000140 57 4402U1,Alaia,AA0085S,FEMALE,Cat Eye,Acetate,Red,Tortoise,SUN,385.0,385.0,GBP,0.0,0.0,False,10,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/3da9e4cd-60d1-4200-a1c1-b3a0013befbb/04Y000140__4402U1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000140-889652522203
889652368504,3074457345618722186,04Y000133 49 1100L1,Alaia,AA0059S,FEMALE,Round,Acetate,Grey,Black,SUN,290.0,290.0,GBP,0.0,0.0,False,10,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/4f6765bd-bd36-4934-ad36-b39e00883dce/04Y000133__1100L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000133-889652368504
889652495613,3074457345618722675,04Y000139 99 4100V5,Alaia,AA0083S,FEMALE,Rectangle,Metal,Silver,Silver,SUN,470.0,470.0,GBP,0.0,0.0,False,11,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/2dd8d6cc-96ce-482b-b46b-b3a0013be214/04Y000139__4100V5__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000139-889652495613
889652444147,3074457345618722188,04Y000135 50 1100L1,Alaia,AA0074S,FEMALE,Rectangle,Acetate,Grey,Black,SUN,270.0,270.0,GBP,0.0,0.0,False,13,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/124f532b-2c9c-4913-8439-b3a00157e842/04Y000135__1100L1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000135-889652444147
889652481524,3074457345618753915,04Y000151 53 4410D1,Alaia,AA0078S,FEMALE,Irregular,Acetate,Brown,Tortoise Blonde,SUN,270.0,270.0,GBP,0.0,0.0,False,10,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/4b17a302-e539-41a7-9761-b3f50052f1dc/04Y000151__4410D1__PIC01__noshad__fr.png,https://www.sunglasshut.comalaia/4y000151-889652481524
8056597983327,3074457345618663528,0A05505 48 002/81,Alain Mikli,A05505,UNISEX,Round,Acetate,Blue,Noir Nacree,SUN,516.0,516.0,GBP,0.0,0.0,False,2,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/4e4d7413-c223-4bce-9b03-b3620177f5c4/0A05505__002_81__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05505-8056597983327
8056597982757,3074457345618663521,0A05504 54 002/CT,Alain Mikli,A05504,UNISEX,Pillow,Acetate,Brown,Transparent Taupe,SUN,600.0,600.0,GBP,0.0,0.0,False,4,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/ab49929f-11e4-4e90-a8bb-b362017832ee/0A05504__002_CT__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05504-8056597982757
8056597804745,3074457345618644758,0A05071 53 005/55,Alain Mikli,A05071,FEMALE,Irregular,Acetate,Blue,Opal Orange/Orange,SUN,320.0,320.0,GBP,0.0,0.0,False,137,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/e214a266-645c-4904-ae7e-b36200c34933/0A05071__005_55__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05071-8056597804745
8056262727195,3074457345618753664,0A05527 54 0002S4,Alain Mikli,A05527,MALE,Pillow,Acetate,Grey,Havana Flames/Black Rhombus,SUN,759.0,759.0,GBP,0.0,0.0,False,58,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/98e95e55-a066-4e1e-94fe-b37600e0eb61/0A05527__0002S4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05527-8056262727195
8056262088463,3074457345618730692,0A05507 54 004/48,Alain Mikli,A05507,UNISEX,Pillow,Acetate,Black,New Pointille Grey/Noir Nacree,SUN,623.0,623.0,GBP,0.0,0.0,False,40,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/8c338e7d-fdd9-455e-8b72-b363003f7cbd/0A05507__004_48__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05507-8056262088463
8056262184196,3074457345618693176,0A05512 54 001/48,Alain Mikli,A05512,FEMALE,Pillow,Acetate,Black,New Pointillee Rouge,SUN,526.0,526.0,GBP,0.0,0.0,False,6,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/859e0100-d398-48fa-b9ba-b3630074d3de/0A05512__001_48__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05512-8056262184196
8056262578339,3074457345618731017,0A05522 54 0634S4,Alain Mikli,A05522,UNISEX,Pillow,Acetate,Grey,Transparent Blue,SUN,496.0,496.0,GBP,0.0,0.0,False,39,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/b0cb86de-58c7-450c-9ad5-b3a0016f3735/0A05522__0634S4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05522-8056262578339
8056597983099,3074457345618663524,0A05502 56 003/CT,Alain Mikli,A05502,FEMALE,Irregular,Acetate,Brown,Striped Havana,SUN,600.0,600.0,GBP,0.0,0.0,False,4,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/430381e6-6bb4-48e1-829a-b3620177e562/0A05502__003_CT__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05502-8056597983099
8056262304839,3074457345618697697,0A04501T 43 003/0V,Alain Mikli,A04501T,UNISEX,Irregular,Titanium,Gold,Gold/Havana,SUN,671.0,671.0,GBP,0.0,0.0,False,6,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/a0c9a278-6f1a-4d3b-a220-b363007886fe/0A04501T__003_0V__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a04501t-8056262304839
8056597982573,3074457345618663512,0A05501 57 001/M4,Alain Mikli,A05501,FEMALE,Irregular,Acetate,Brown,Striped Havana/Noir Nacree,SUN,565.0,565.0,GBP,0.0,0.0,False,8,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/82b91543-e4c3-42bc-8f4c-b36201786c65/0A05501__001_M4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05501-8056597982573
8056262003442,3074457345618663536,0A05506 50 003/83,Alain Mikli,A05506,MALE,Irregular,Acetate,Brown,Striped Havana,SUN,516.0,516.0,GBP,0.0,0.0,False,7,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/b7e0349e-6606-4655-83b9-b36201785fef/0A05506__003_83__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05506-8056262003442
8056262726259,3074457345618753656,0A05520 55 0002S4,Alain Mikli,A05520,FEMALE,Round,Acetate,Grey,Rouge Nacree/Noir Nacree,SUN,579.0,579.0,GBP,0.0,0.0,False,21,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/1a1b6e7a-de43-46a4-b6b3-b37600a914e3/0A05520__0002S4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05520-8056262726259
8056262582770,3074457345618765446,0A05519 52 0658S4,Alain Mikli,A05519,UNISEX,Pilot,Acetate,Grey,New Damier Black/Grey,SUN,389.0,389.0,GBP,0.0,0.0,False,28,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/802e314f-b861-4d2a-8670-b3a100460e87/0A05519__0658S4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05519-8056262582770
8056262582701,3074457345618765445,0A05509 61 103748,Alain Mikli,A05509,FEMALE,Pillow,Acetate,Black,Orange Rhombus,SUN,579.0,579.0,GBP,0.0,0.0,False,30,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/cd59b6d0-1460-4eb0-9023-b3a10073ecd2/0A05509__103748__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05509-8056262582701
8056262490105,3074457345618709577,0A05513 57 005/S4,Alain Mikli,A05513,FEMALE,Irregular,Acetate,Black,Noir Nacree/Green,SUN,671.0,671.0,GBP,0.0,0.0,False,68,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/42f90bc5-23c7-4c5f-b413-b3a001242df2/0A05513__005_S4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05513-8056262490105
8056262236611,3074457345618708038,0A05508 64 001/S4,Alain Mikli,A05508,FEMALE,Irregular,Acetate,Grey,New Pointillee Black,SUN,564.0,564.0,GBP,0.0,0.0,False,51,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/252e8779-de52-40ff-b828-b363005157bb/0A05508__001_S4__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05508-8056262236611
